ano,uf,centil,quantidade_de_contribuintes,rendimentos_tributaveis_limite_superior_da_rtb_do_centil_r_milhoes,rtb_soma_centil,rendimentos_tributaveis_rtb_acumulada_do_centil_r_milhoes,rendimentos_tributaveis_media_da_rtb_do_centil_r,rendimentos_sujeitos_a_tribut_exclusiva_r_milhoes,rendimentos_isentos_lucros_e_dividendos_r_milhoes,rendimentos_isentos_rendim_socio_titular_me_epp_opt_simples_r_milhoes,rendimentos_isentos_outros_rendimentos_isentos_r_milhoes,despesas_dedutiveis_previdencia_r_milhoes,despesas_dedutiveis_dependentes_r_milhoes,despesas_dedutiveis_instrucao_r_milhoes,despesas_dedutiveis_medicas_r_milhoes,despesas_dedutiveis_pensao_alimenticia_r_milhoes,despesas_dedutiveis_livro_caixa_r_milhoes,imposto_devido_r_milhoes,bens_imoveis,bens_e_direitos_moveis_r_milhoes,bens_e_direitos_financeiros_r_milhoes,bens_e_direitos_outros_bens_e_direitos_r_milhoes,dividas_onus
2017,AL,30.0,2.182,"27.720,66",6005.0,838.45,"27.522,90",4.1,3.5,3.14,7.66,0.48,0.68,0.17,0.8,0.07,0,0,4135.0,10.03,88.21,4.52,475.0
2017,AL,31.0,2.181,"28.090,00",6097.0,899.42,"27.954,64",2.22,4.08,2.65,8.36,0.4,0.56,0.17,0.72,0.06,0,0,4658.0,11.2,48.43,4.05,52.0
2017,AL,32.0,2.182,"28.368,97",6165.0,961.07,"28.255,71",4.9,4.01,1.43,19.35,0.34,0.46,0.13,1.31,0.05,0.01,0.01,4825.0,14.92,47.13,3.48,753.0
2017,AL,33.0,2.181,"28.500,00",6209.0,"1.023,16","28.468,67",1.18,4.1,2.24,6.05,0.19,0.3,0.09,0.34,0.03,0.01,0,6394.0,18.18,52.64,6.69,69.0
2017,AL,34.0,2.182,"28.559,70",6225.0,"1.085,41","28.529,24",0.58,1.86,2.6,2.88,0.1,0.19,0.06,0.2,0.02,,0,4001.0,11.71,33.45,0.93,511.0
2017,AL,35.0,2.181,"29.047,00",6282.0,"1.148,23","28.801,06",4.59,6.05,1.22,12.63,1.53,2.07,0.51,2.35,0.1,0.01,0.03,4395.0,11.43,99.05,3.02,725.0
2017,AL,36.0,2.182,"29.625,16",6401.0,"1.212,23","29.333,98",4.88,1.18,1.17,8.07,1.72,2.38,0.79,2.66,0.09,0.04,0.07,3871.0,10.65,31.5,0.77,837.0
2017,AL,37.0,2.182,"30.101,26",6524.0,"1.277,48","29.900,63",5.03,5.75,3.5,8.32,1.75,2.43,0.8,2.3,0.24,0.07,0.13,567.0,14.53,48.29,1.35,882.0
2017,AL,38.0,2.181,"30.710,00",6632.0,"1.343,80","30.407,04",7.33,1.4,2.03,10.25,2.27,2.85,0.91,2.74,0.23,0.02,0.16,4153.0,13.98,30.3,0.94,438.0
2017,AL,39.0,2.182,"31.343,82",6769.0,"1.411,49","31.023,10",6.69,3.28,1,11.52,2.27,2.78,0.99,3.28,0.17,0.02,0.21,4752.0,13.84,36.73,1.26,632.0
2017,AL,40.0,2.181,"32.000,00",6907.0,"1.480,56","31.670,03",5.68,2.47,0.84,9.41,2.58,3.05,1.29,3.16,0.2,0.03,0.26,5389.0,14.25,28.21,3.12,946.0
2017,AL,41.0,2.182,"32.703,54",7061.0,"1.551,17","32.360,95",5.57,2.15,0.92,14.04,2.88,3.49,1.29,3.24,0.31,0.04,0.31,4976.0,13.06,31.39,1.12,738.0
2017,AL,42.0,2.181,"33.409,82",7211.0,"1.623,28","33.062,65",5.8,1.53,1.24,8.53,2.83,3.39,1.28,3.21,0.22,0.05,0.39,3885.0,10.45,30.37,1.71,692.0
2017,AL,43.0,2.182,"33.960,90",7353.0,"1.696,81","33.699,50",5.36,4.3,2.8,8.45,2.51,2.92,1.3,3.47,0.36,0.02,0.47,5671.0,15.34,29.86,2.77,532.0
2017,AL,44.0,2.182,"34.704,22",7491.0,"1.771,73","34.332,90",5.91,2.46,0.73,10.31,3.36,3.57,1.66,3.76,0.23,0.03,0.5,4584.0,11.33,32.85,2.58,618.0
2017,AL,45.0,2.181,"35.387,53",7641.0,"1.848,14","35.034,26",7.53,1.97,1.28,10.74,3.28,3.55,1.66,4.2,0.34,0.03,0.56,4568.0,11.8,31.07,0.58,715.0
2017,AL,46.0,2.182,"36.000,00",7799.0,"1.926,12","35.740,53",4.91,1.38,1.71,8.34,3.07,3.37,1.62,3.72,0.28,0.12,0.66,5592.0,12.92,31.98,3.58,1641.0
2017,AL,47.0,2.181,"36.646,98",7921.0,"2.005,34","36.319,12",8.63,5.73,1.91,8.18,3.48,3.79,1.73,3.89,0.5,0.03,0.7,6512.0,12.96,38.62,24.31,118.0
2017,AL,48.0,2.182,"37.450,33",8085.0,"2.086,18","37.051,39",8.52,2.41,0.87,12.44,3.36,3.67,1.72,3.82,0.41,0.07,0.8,5187.0,11.4,66.5,1.83,874.0
2017,AL,49.0,2.181,"38.283,98",826.0,"2.168,78","37.870,39",6.88,4.28,0.95,11.75,3.39,3.66,1.71,3.95,0.37,0.01,0.89,5517.0,13.8,44.65,7.16,874.0
2017,AL,50.0,2.182,"39.116,00",8441.0,"2.253,19","38.686,19",7.15,3.69,0.6,12.13,3.65,3.84,1.88,4.54,0.36,0.04,0.95,5086.0,14.72,34.11,5.14,1688.0
2017,AL,51.0,2.182,"39.844,07",8611.0,"2.339,30","39.465,18",7.36,1.18,0.91,11.43,3.57,3.27,1.61,4.76,0.32,0.08,1.08,4251.0,14.7,34.45,2.75,1087.0
2017,AL,52.0,2.181,"40.632,49",8773.0,"2.427,03","40.223,43",7.95,5.54,0.86,13.71,3.7,3.48,1.97,4.79,0.37,0.1,1.15,6216.0,17.77,44.57,10.84,918.0
2017,AL,53.0,2.182,"41.510,16",896.0,"2.516,63","41.063,07",7.35,5.19,0.29,13.69,3.72,3.52,1.92,5.07,0.4,0.11,1.24,5557.0,15.2,60.68,0.95,36.0
2017,AL,54.0,2.181,"42.305,14",9138.0,"2.608,01","41.899,94",7.5,6.96,1.28,8.11,3.98,3.82,1.85,4.5,0.54,0.04,1.36,5918.0,16.47,35.1,1.65,1038.0
2017,AL,55.0,2.182,"43.186,47",9332.0,"2.701,34","42.769,76",8.46,6.36,0.85,13.12,3.47,3.32,2.01,4.91,0.63,0.06,1.5,632.0,16.73,165.41,16.96,926.0
2017,AL,56.0,2.181,"44.213,51",9532.0,"2.796,65","43.703,35",10.17,4.03,2.87,14.65,4.05,3.74,2.05,5.17,0.52,0.1,1.64,7415.0,18.18,45.66,1.93,1068.0
2017,AL,57.0,2.182,"45.164,16",9749.0,"2.894,15","44.680,85",7.84,9.25,2.91,10.57,3.93,3.39,2.0,5.41,0.53,0.12,1.86,8133.0,20.57,46.19,1.8,1253.0
2017,AL,58.0,2.182,"46.235,29",9968.0,"2.993,83","45.684,55",7.87,2.02,2.26,12.78,4.27,3.69,2.19,5.42,0.55,0.16,2.05,6947.0,17.59,41.55,1.33,1522.0
2017,AL,59.0,2.181,"47.339,42",10205.0,"3.095,89","46.792,70",10.31,4.44,1.16,15.84,4.47,3.85,2.37,5.41,0.73,0.12,2.24,6864.0,16.41,126.41,2.67,1227.0
2017,AL,60.0,2.182,"48.226,65",10437.0,"3.200,26","47.834,41",9.94,4.42,1.41,16.19,4.07,3.66,2.35,5.09,0.8,0.06,2.53,617.0,20.07,47.26,1.98,927.0
2017,AL,61.0,2.181,"49.291,01",10641.0,"3.306,67","48.790,14",9.36,2,1.17,10.27,4.64,3.97,2.36,5.84,0.9,0.11,2.67,6687.0,18.86,33.46,1.58,1482.0
2017,AL,62.0,2.182,"49.983,56",10807.0,"3.414,75","49.529,48",9.19,4.23,1.73,9.69,5.62,4.63,3.1,5.19,1.11,0.1,2.73,5691.0,16.55,30.51,0.67,105.0
2017,AL,63.0,2.181,"51.133,18",11022.0,"3.524,96","50.535,24",10.53,2.71,5.85,16.12,5.02,4.11,2.72,6.61,0.81,0.1,2.99,8593.0,23.95,80.36,99.85,2556.0
2017,AL,64.0,2.182,"52.015,35",11225.0,"3.637,22","51.445,03",11.05,4.11,1.12,11.75,3.35,2.84,1.97,5.93,0.43,0.1,3.47,6131.0,17.98,51.1,3.22,1264.0
2017,AL,65.0,2.182,"53.306,36",11492.0,"3.752,14","52.666,66",10.99,2.26,1.53,14.27,5.25,4.0,2.81,6.61,0.81,0.1,3.49,7513.0,24.33,38.54,1.06,1452.0
2017,AL,66.0,2.181,"54.300,00",11736.0,"3.869,50","53.811,99",10.11,3.4,2.24,11.45,4.07,3.34,2.32,6.9,0.46,0.22,3.91,6678.0,20.41,53.1,1.95,12.0
2017,AL,67.0,2.182,"55.751,23",12009.0,"3.989,59","55.035,23",10.18,6.91,2.21,16.7,5.7,4.04,2.95,6.58,1.07,0.22,4.04,844.0,22.44,82.91,0.7,1635.0
2017,AL,68.0,2.181,"57.181,53",12312.0,"4.112,70","56.450,56",11.56,5.61,2.23,16.99,5.75,3.98,2.97,7.17,0.86,0.25,4.41,8245.0,56.29,63.9,1.71,1483.0
2017,AL,69.0,2.182,"58.529,67",12624.0,"4.238,95","57.856,04",11.14,5.1,1.64,13.63,5.84,4.24,3.26,7.47,1.1,0.17,4.73,8831.0,24.44,87.52,2.04,1769.0
2017,AL,70.0,2.181,"60.000,00",12937.0,"4.368,32","59.316,74",14.12,11.31,1.15,13.03,5.88,4.13,3.2,7.06,1.11,0.21,5.27,10453.0,30.67,83.88,4.64,1895.0
2017,AL,71.0,2.182,"61.630,03",13267.0,"4.500,98","60.800,97",12.21,3.91,1.86,14.87,6.04,4.24,3.05,7.72,1.03,0.17,5.77,11268.0,23.44,61.48,5.63,1908.0
2017,AL,72.0,2.182,"62.761,97",13561.0,"4.636,59","62.149,22",11.4,19,1.27,9.15,4.34,3.63,2.61,6.13,2.41,0.16,6.4,7823.0,20.2,52.38,2.79,1485.0
2017,AL,73.0,2.181,"64.165,07",13849.0,"4.775,09","63.500,06",11.86,5.05,1.25,14.71,7.33,5.22,3.33,6.74,2.17,0.16,6.5,6147.0,20.41,72.12,2.88,176.0
2017,AL,74.0,2.182,"65.796,00",14181.0,"4.916,90","64.993,08",12.69,10.77,1.75,19.05,7.17,4.4,3.29,8.29,1.33,0.25,7.07,9736.0,27.02,68.94,3.08,165.0
2017,AL,75.0,2.181,"67.560,40",1453.0,"5.062,21","66.622,39",15.18,49.05,6.67,21.06,7.53,4.44,3.58,8.46,1.46,0.14,7.52,18589.0,41.64,216.39,6.16,2436.0
2017,AL,76.0,2.182,"69.459,04",14982.0,"5.212,02","68.661,27",14.21,4.72,2.65,20.39,6.53,4.23,3.26,8.04,1.69,0.17,8.51,9583.0,25.93,68.21,2.75,1586.0
2017,AL,77.0,2.181,"71.407,65",15376.0,"5.365,79","70.500,89",14.64,10,1.95,19.05,7.88,4.8,3.71,8.7,2.14,0.2,8.88,918.0,26.13,108.7,2.52,2026.0
2017,AL,78.0,2.182,"73.471,81",15799.0,"5.523,78","72.408,19",17.52,18.17,1.32,18,7.72,4.69,3.95,9.17,1.66,0.39,9.67,11349.0,30.21,134.56,8.03,2103.0
2017,AL,79.0,2.182,"75.904,28",16286.0,"5.686,64","74.638,71",14.18,4.25,3.1,24.07,7.62,4.23,3.43,9.68,1.41,0.14,10.8,13176.0,30.87,115.5,3.83,2444.0
2017,AL,80.0,2.181,"78.507,96",16849.0,"5.855,13","77.253,69",17.88,14.04,4.59,28.55,8.09,4.43,3.82,9.92,1.33,0.12,11.84,15911.0,31.6,92.67,12.3,2213.0
2017,AL,81.0,2.182,"80.991,70",17429.0,"6.029,42","79.875,88",15.81,9.33,1.18,19.34,7.71,4.07,3.47,9.18,2.01,0.36,13.13,14034.0,28.73,477.55,24.22,2131.0
2017,AL,82.0,2.181,"83.477,84",17931.0,"6.208,73","82.213,25",15.69,3.06,1.08,20.45,8.3,4.59,3.99,9.8,1.7,0.38,14.01,11988.0,28.59,83.62,15.16,2202.0
2017,AL,83.0,2.182,"86.520,00",18542.0,"6.394,15","84.976,27",16.15,8.02,2.23,19.83,9.23,4.61,4.08,10.81,2.26,0.34,15.15,14172.0,34.7,77.23,6.41,3035.0
2017,AL,84.0,2.181,"89.619,47",19229.0,"6.586,44","88.165,03",19.61,10.05,1.57,18.08,9.95,5.13,4.26,11.27,2.17,0.3,16.77,13044.0,34.42,76.78,3.66,2943.0
2017,AL,85.0,2.182,"92.846,76",19898.0,"6.785,41","91.190,16",19.45,10.75,2.46,23.78,11,5.28,4.48,12.67,2.35,0.52,18.06,15418.0,39.06,136.95,3.05,5269.0
2017,AL,86.0,2.182,"96.778,58",20685.0,"6.992,27","94.799,65",18.08,6.1,2.24,21.41,11.05,4.83,4.32,13.06,2.36,0.71,20.08,16913.0,40.64,85.25,3.71,2983.0
2017,AL,87.0,2.181,"101.121,55",21572.0,"7.207,98","98.906,47",25.41,64.63,2.23,30.99,11.12,4.8,4.24,12.55,2.61,0.72,22.5,19734.0,44.45,462.64,8.59,344.0
2017,AL,88.0,2.182,"106.363,20",22622.0,"7.434,20","103.676,97",22.95,16.11,1.47,29.19,12.71,5.08,4.63,14.23,1.99,0.98,24.81,19192.0,46.51,194.32,9.44,4255.0
2017,AL,89.0,2.181,"112.480,68",2386.0,"7.672,80","109.397,85",23.05,14.18,1.25,35.18,13.38,5.1,4.6,14.7,3.14,0.81,27.72,21748.0,52.25,167.88,8.54,7779.0
2017,AL,90.0,2.182,"119.642,36",25299.0,"7.925,79","115.943,12",25.34,18.12,0.7,36.03,14.72,4.89,4.48,15.68,2.28,1.39,31.47,23186.0,59.43,149.68,11.82,5741.0
2017,AL,91.0,2.181,"127.913,63",26928.0,"8.195,07","123.467,04",25.9,17.76,1.49,39.64,16.4,5.0,4.7,16.54,2.9,1.81,35.21,29231.0,55.74,194.19,7.53,5422.0
2017,AL,92.0,2.182,"137.761,14",290.0,"8.485,07","132.906,71",32.37,31.69,1.96,36.4,19.36,5.14,5.06,19.36,3.11,1.36,39.86,31054.0,70.56,219.56,9.29,6239.0
2017,AL,93.0,2.182,"148.639,14",31209.0,"8.797,17","143.031,22",30.47,15.13,1.87,38.6,20.85,5.1,4.91,18.96,2.85,2.18,45.65,30471.0,68.58,259.39,8.02,7966.0
2017,AL,94.0,2.181,"163.258,89",33895.0,"9.136,12","155.409,95",34.38,23.48,2.24,48,24.2,5.32,5.12,20.76,4.08,2.28,51.64,37866.0,78.99,243.53,7.18,6885.0
2017,AL,95.0,2.182,"180.309,80",37412.0,"9.510,24","171.458,46",37.24,19.59,1.36,45.14,26.51,5.23,5.17,21.43,5.33,2.83,59.99,38535.0,79.53,237.71,7.01,8176.0
2017,AL,96.0,2.181,"203.160,08",41739.0,"9.927,63","191.376,43",47.78,44.86,4.51,54.13,30.67,5.17,5.27,23.04,5.51,3.43,70.27,49376.0,104.32,555.6,30.59,8484.0
2017,AL,97.0,2.182,"233.536,31",47376.0,"10.401,39","217.121,38",48.17,34.4,4.66,73.36,36.45,5.01,4.94,24.59,5.65,4.2,84.11,57278.0,104.6,461.88,12.05,1083.0
2017,AL,98.0,2.181,"276.323,78",55216.0,"10.953,54","253.166,28",64.16,37.7,7.32,72.36,44.52,5.11,4.78,27.66,9.95,6.06,101.39,66687.0,124.56,604.14,50.19,14573.0
2017,AL,99.0,2.182,"356.696,55",67965.0,"11.633,19","311.479,04",89.68,82.85,1.4,79.47,55.68,4.98,4.71,31.08,9.44,10.86,131.55,86871.0,157.97,"1.455,24",48.24,11755.0
2017,AL,100.0,2.181,"11.594.413,00",1100.71,"12.733,90","504.680,61",115.61,149.95,5.04,200.83,73.83,5.14,5.12,35.74,10.8,50.42,229.68,1547.13,238.45,"1.747,52",181.03,55602.0
2017,AL,100.1,219.0,"366.664,80",7943.0,79.43,"362.682,61",8.14,8.64,0,10.71,6.64,0.5,0.55,3.1,0.92,1.45,15.91,1032.0,18.35,95.08,4.74,2235.0
2017,AL,100.2,218.0,"378.917,23",8113.0,160.56,"372.171,51",8.01,2.16,1.11,16.78,7.31,0.52,0.52,3.54,0.62,1.75,16.09,9464.0,19.95,70.63,2.6,1428.0
2017,AL,100.3,218.0,"394.111,39",8415.0,244.71,"386.008,73",8.4,44.5,0.37,12.32,6.7,0.38,0.38,3.09,0.95,1.75,17.18,12792.0,19.86,119.09,29.97,3489.0
2017,AL,100.4,218.0,"411.577,38",8784.0,332.55,"402.940,25",10.1,4.13,0.48,16.85,7.02,0.56,0.56,3.5,1.36,1.5,17.87,13866.0,23.33,109.41,13.34,12957.0
2017,AL,100.5,218.0,"428.545,42",9164.0,424.19,"420.364,62",7.85,5.33,0.48,14.29,7.95,0.57,0.55,3.56,0.78,2.16,18.62,12162.0,22.26,106.04,3.54,2054.0
2017,AL,100.6,218.0,"451.195,82",9584.0,520.03,"439.641,49",10.19,9.55,0.74,16.41,7.51,0.54,0.56,3.89,1.41,1.74,19.73,13841.0,24.02,140.37,16.82,2565.0
2017,AL,100.7,218.0,"485.456,81",10175.0,621.79,"466.754,01",11.01,5.11,0.91,15.68,7.76,0.57,0.55,3.69,1.24,2.38,21.21,13531.0,22.01,109.18,10.54,18749.0
2017,AL,100.8,218.0,"543.658,73",11151.0,733.29,"511.500,63",11.99,9.61,0.6,15.09,7.22,0.51,0.55,3.33,1.17,4.93,23.46,13726.0,28.06,142.43,8.45,2407.0
2017,AL,100.9,218.0,"673.891,69",1305.0,863.79,"598.631,17",17.71,14.18,0.22,21.56,8.02,0.52,0.47,3.6,1.28,3.87,28.66,20392.0,25.16,219.41,11.2,2617.0
2017,AL,100.1,218.0,"11.594.413,00",23691.0,"1.100,71","1.086.762,43",22.22,46.73,0.12,61.13,7.69,0.46,0.43,4.44,1.07,28.88,50.94,34619.0,35.44,635.88,79.84,7101.0
2017,AM,1.0,3.203,,,,,5.36,45.56,14.24,78.16,,,,,,,,15758.0,19.5,226.33,9.78,2354.0
2017,AM,2.0,3.203,,,,,12.42,61.44,6.68,59.65,,,,,,,,14882.0,19.96,399.66,2.33,2755.0
2017,AM,3.0,3.203,,,,,10.35,70.87,16.78,40.05,,,,,,,,155.0,23.75,248.18,14.96,4854.0
2017,AM,4.0,3.202,,,,,7.39,65.71,17.5,48.16,,,,,,,,15946.0,19.74,154.56,10.65,2283.0
2017,AM,5.0,3.203,,,,,3.53,28.07,12.42,45.76,,,,,,,,58987.0,14.41,178.68,8.67,2572.0
2017,AM,6.0,3.203,,,,,1.8,7.8,4.32,51.04,,,,,,,,78412.0,11.7,222.83,18.74,1272.0
2017,AM,7.0,3.202,,,,,3.11,14.05,12.23,38.95,,,,,,,,31924.0,13.67,92.56,1.4,745.0
2017,AM,8.0,3.203,,,,,8.86,48.33,5.24,62.95,,,,,,,,1213.0,20.44,224.99,2.88,168.0
2017,AM,9.0,3.203,"4.226,19",478.0,4.78,"1.492,41",4.12,49.68,4.72,64.84,0.2,0.48,0.03,0.12,0.02,0,,12938.0,22.35,189.66,20.48,4715.0
2017,AM,10.0,3.203,"8.600,00",2091.0,25.69,"6.528,05",8.35,62.43,4.32,38.82,0.67,1.56,0.22,0.46,0.08,0.01,0,9127.0,15.36,300.02,26.51,2746.0
2017,AM,11.0,3.202,"11.244,00",3273.0,58.42,"10.221,56",8.03,35.75,8,33.6,0.95,1.54,0.18,0.43,0.13,0,0,9964.0,18.12,146.32,1.63,1255.0
2017,AM,12.0,3.203,"12.000,00",3702.0,95.44,"11.556,68",5.02,35.66,16.68,13.14,0.78,0.99,0.15,0.33,0.05,0,,10589.0,15.54,360.22,7.17,1637.0
2017,AM,13.0,3.203,"13.740,00",4041.0,135.84,"12.614,83",4.02,15.28,7.83,18.05,0.95,1.32,0.22,0.57,0.09,0.02,,8557.0,12.47,106.3,4.2,1598.0
2017,AM,14.0,3.202,"15.540,72",4694.0,182.78,"14.658,78",4.78,25.37,5.69,22.78,1.3,1.92,0.29,0.55,0.11,,,10591.0,13.25,99.49,6.84,1116.0
2017,AM,15.0,3.203,"17.472,79",5288.0,235.66,"16.509,47",5.44,13.2,4.24,27.72,1.65,1.85,0.37,0.82,0.15,0.01,,8094.0,16.33,126.04,1.36,77.0
2017,AM,16.0,3.203,"18.550,00",5772.0,293.38,"18.020,22",5.57,41.54,5.65,17.41,1.17,1.32,0.26,0.53,0.09,0.01,,6534.0,14.6,289.16,6.12,856.0
2017,AM,17.0,3.203,"20.016,77",6206.0,355.43,"19.374,86",4.53,15.25,3.68,18.99,1.57,1.87,0.35,0.82,0.12,0.01,0,7095.0,12.52,137.38,2.94,844.0
2017,AM,18.0,3.202,"21.267,66",6603.0,421.46,"20.620,17",5.14,9.16,5.09,19.16,1.95,2.27,0.36,0.85,0.15,0.02,,7173.0,14.59,68.54,9.44,1046.0
2017,AM,19.0,3.203,"22.115,00",6959.0,491.05,"21.727,20",8.29,14.98,4.9,14.32,1.58,1.56,0.35,0.56,0.19,0.03,0,6494.0,12.8,92.59,12.66,1372.0
2017,AM,20.0,3.203,"22.800,00",7206.0,563.12,"22.499,12",7.91,26.07,8.59,19.24,1.37,1.21,0.2,0.59,0.13,0,,88.0,16.16,231.12,3.8,1077.0
2017,AM,21.0,3.202,"23.550,00",7387.0,636.99,"23.071,17",4,5.86,7.01,13.52,1.39,1.44,0.23,0.55,0.1,0.03,0,6208.0,11.52,69.72,7.74,505.0
2017,AM,22.0,3.203,"24.000,00",7659.0,713.58,"23.913,01",2.91,10.6,8.1,8.27,1.19,1.29,0.27,0.41,0.09,0.04,0,7174.0,14.51,101.22,1.69,1028.0
2017,AM,23.0,3.203,"24.293,42",7699.0,790.58,"24.038,13",3.8,22.67,4.02,10.64,0.77,0.95,0.18,0.23,0.05,0.03,0,8223.0,13.14,185.22,"9.278,75",1568.0
2017,AM,24.0,3.203,"25.118,19",793.0,869.88,"24.758,69",4.93,6.1,4.23,16.3,1.88,2.02,0.34,0.71,0.13,0.01,0,5993.0,11.14,53.77,1.09,1068.0
2017,AM,25.0,3.202,"25.944,84",8171.0,951.59,"25.519,68",5.71,10.45,3.2,14.79,1.48,1.83,0.34,0.67,0.17,0.06,0,7354.0,12.9,433.53,1.62,548.0
2017,AM,26.0,3.203,"26.532,97",841.0,"1.035,70","26.257,57",3.7,3.39,4.36,9.71,0.92,1.45,0.48,0.57,0.11,0.04,0,5331.0,9.27,47.61,2.27,702.0
2017,AM,27.0,3.203,"27.189,42",8614.0,"1.121,84","26.894,38",4.93,6.13,5.15,10.46,1.11,1.81,0.32,0.72,0.12,0.06,0,5439.0,12.31,55.21,0.8,5.0
2017,AM,28.0,3.202,"27.600,00",8794.0,"1.209,78","27.464,17",3.61,5.56,3.77,12.63,0.79,1.37,0.21,0.44,0.14,0.05,0,6171.0,12.86,70.62,6.47,1289.0
2017,AM,29.0,3.203,"28.000,00",8923.0,"1.299,01","27.858,49",3.59,8.08,5.51,8.64,0.67,1.2,0.24,0.34,0.09,0.03,0,5795.0,10.24,79.99,3.77,673.0
2017,AM,30.0,3.203,"28.194,16",8985.0,"1.388,86","28.050,79",2.15,9.42,7.28,5.19,0.49,0.92,0.2,0.26,0.05,0.01,0,6098.0,10.25,88.94,2.69,683.0
2017,AM,31.0,3.203,"28.428,00",9067.0,"1.479,53","28.308,48",2.67,5.59,4.19,13.16,0.43,0.85,0.14,0.23,0.04,0.01,0,6438.0,13.96,65.93,4.81,681.0
2017,AM,32.0,3.202,"28.500,00",9122.0,"1.570,75","28.487,59",1.66,8.81,7.98,8.34,0.13,0.42,0.11,0.11,0.02,0.01,0,13503.0,11.12,107.66,11.83,505.0
2017,AM,33.0,3.203,"28.535,09",913.0,"1.662,05","28.504,43",0.55,3.84,5.51,2.29,0.11,0.27,0.05,0.09,0.04,0.01,,5335.0,9.94,83.86,14.37,691.0
2017,AM,34.0,3.203,"28.599,02",9146.0,"1.753,50","28.553,65",1.43,5.54,9.67,3.04,0.21,0.42,0.1,0.2,0.06,,0,7334.0,13.05,73.61,24.15,519.0
2017,AM,35.0,3.202,"29.176,33",9246.0,"1.845,96","28.875,10",7.55,8.39,1.56,11.3,2.87,4.45,0.78,1.39,0.42,0.12,0.05,5288.0,10.28,50.78,3.05,53.0
2017,AM,36.0,3.203,"29.782,15",9441.0,"1.940,37","29.476,12",7.58,4.48,2.66,10.4,3.39,5.66,1.07,1.53,0.55,0.04,0.11,4538.0,9.78,30.35,1.43,463.0
2017,AM,37.0,3.203,"30.145,01",9602.0,"2.036,39","29.977,27",6.19,16.62,6.16,11.99,2.75,4.65,1.13,1.55,0.51,0.39,0.19,10348.0,17.09,111.6,2.8,2485.0
2017,AM,38.0,3.202,"30.710,00",9743.0,"2.133,82","30.427,52",9.28,7.17,3.34,11.08,3.83,5.94,1.22,1.68,0.55,0.06,0.22,4853.0,9.98,61.08,2.31,667.0
2017,AM,39.0,3.203,"31.348,36",9938.0,"2.233,20","31.026,33",8.19,7.37,1.47,9.84,3.95,6.05,1.52,2.02,0.57,0.05,0.3,555.0,10.4,70.73,7.2,582.0
2017,AM,40.0,3.203,"32.000,00",10149.0,"2.334,69","31.687,39",8.09,2.6,0.85,10.88,4.1,6.35,1.55,2.27,0.6,0.09,0.38,4953.0,8.42,31.6,2.24,906.0
2017,AM,41.0,3.203,"32.679,25",10355.0,"2.438,25","32.330,58",11.01,4.16,1.17,11.42,4.43,6.58,1.7,2.35,0.48,0.08,0.46,4878.0,10.38,56.4,2.73,742.0
2017,AM,42.0,3.202,"33.362,69",10573.0,"2.543,97","33.018,57",8.35,5.53,2,10.63,4.66,6.56,1.91,2.54,0.61,0.09,0.54,5802.0,9.26,44.24,5.33,696.0
2017,AM,43.0,3.203,"34.032,11",10788.0,"2.651,86","33.682,28",9.51,6.67,1.58,11.48,4.91,7.11,1.98,2.26,0.59,0.14,0.64,4415.0,11.65,45.23,12.4,747.0
2017,AM,44.0,3.203,"34.770,00",11019.0,"2.762,05","34.401,63",12.62,2.41,0.61,11.52,5.27,6.95,2.14,2.57,0.55,0.1,0.74,538.0,11.6,27.86,0.65,747.0
2017,AM,45.0,3.202,"35.484,50",11245.0,"2.874,49","35.117,49",9.43,5.38,2.02,11.68,5.22,7.0,2.12,2.9,0.75,0.08,0.84,6212.0,11.73,39.83,2.12,861.0
2017,AM,46.0,3.203,"36.000,00",11473.0,"2.989,23","35.821,10",9.49,10.8,5.2,10,4.44,6.08,2.1,2.68,0.54,0.36,1.02,1048.0,18.98,105.41,2.45,1591.0
2017,AM,47.0,3.203,"36.761,36",11647.0,"3.105,69","36.361,79",14.23,7.23,1.62,24.43,5.41,7.54,2.44,2.97,0.82,0.12,1.02,7457.0,13.48,142.52,1.88,5658.0
2017,AM,48.0,3.203,"37.437,83",1188.0,"3.224,50","37.091,62",10.48,4.36,1.47,15.61,6.06,7.72,2.52,3.07,0.93,0.11,1.12,4884.0,8.7,49.9,4.75,744.0
2017,AM,49.0,3.202,"38.205,20",12111.0,"3.345,61","37.823,67",9.51,2.67,1.24,13.5,6.26,7.96,2.62,3.18,0.99,0.22,1.23,4325.0,10.35,33.72,0.87,766.0
2017,AM,50.0,3.203,"39.000,00",12364.0,"3.469,25","38.601,32",10.31,5.31,1.45,14.66,6.12,8.02,2.88,3.66,0.91,0.18,1.34,5228.0,11.6,32.12,0.94,639.0
2017,AM,51.0,3.203,"39.715,44",12604.0,"3.595,29","39.351,18",9.42,9.79,1.41,13.7,6.37,7.61,3.05,4.01,1.03,0.07,1.47,5254.0,12.71,27.64,1.48,747.0
2017,AM,52.0,3.202,"40.246,89",12814.0,"3.723,43","40.019,11",9.99,10.23,3.01,20.15,6.59,7.56,3.35,4.6,1,0.19,1.53,4583.0,11.37,44.96,0.87,837.0
2017,AM,53.0,3.203,"40.696,67",12953.0,"3.852,96","40.440,79",13.01,2.99,0.82,27.28,6.97,8.53,3.04,3.89,0.69,0.04,1.64,3068.0,9.6,42.75,2.18,433.0
